Month Name,Month,Year,Query Count,Query Text,Month Num,RANK,,,,,,,,,,
August,8,2019,130,police,,533,,,,,,,,,,
February,2,2020,130,employment,,533,,,,,,,,,,
February,,2015,129,maps,,545,,,,,,,,,,
March,,2017,129,police,,545,,,,,,,,,,
June,,2017,129,zoning,,545,,,,,,,,,,
July,,2017,129,police,,545,,,,,,,,,,
September,,2017,129,zoning,,545,,,,,,,,,,
December,,2017,129,Nashville,,545,,,,,,,,,,
January,,2018,129,zoning,,545,,,,,,,,,,
March,,2018,129,civil service,,545,,,,,,,,,,
July,,2018,129,jobs,,545,,,,,,,,,,
January,1,2019,129,codes,,545,,,,,,,,,,
April,4,2019,129,zoning,,545,,,,,,,,,,
March,,2014,128,employment,,556,,,,,,,,,,
October,,2014,128,animal control,,556,,,,,,,,,,
July,,2015,128,employment,,556,,,,,,,,,,
June,,2015,128,jobs,,556,,,,,,,,,,
May,,2016,128,ebid,,556,,,,,,,,,,
June,,2017,128,criminal court,,556,,,,,,,,,,
August,,2017,128,public works,,556,,,,,,,,,,
August,,2017,128,Jobs,,556,,,,,,,,,,
March,,2018,128,open data,,556,,,,,,,,,,
April,,2018,128,civil service,,556,,,,,,,,,,
June,,2018,128,zoning,,556,,,,,,,,,,
July,,2018,128,property taxes,,556,,,,,,,,,,
September,,2018,128,new service,,556,,,,,,,,,,
March,3,2019,128,ESS,,556,,,,,,,,,,
October,10,2019,128,police,,556,,,,,,,,,,
November,11,2019,128,accident report,,556,,,,,,,,,,
July,,2014,127,jobs,,572,,,,,,,,,,
June,,2017,127,Nashville,,572,,,,,,,,,,
July,,2017,127,property taxes,,572,,,,,,,,,,
January,,2018,127,criminal court clerk,,572,,,,,,,,,,
March,,2018,127,payroll,,572,,,,,,,,,,
March,,2018,127,short term rental,,572,,,,,,,,,,
May,,2018,127,zoning,,572,,,,,,,,,,
June,,2018,127,permits,,572,,,,,,,,,,
July,,2018,127,zoning,,572,,,,,,,,,,
June,6,2019,127,police,,572,,,,,,,,,,
September,9,2019,127,jobs,,572,,,,,,,,,,
February,,2016,126,property tax,,583,,,,,,,,,,
August,,2017,126,Warrants,,583,,,,,,,,,,
January,,2018,126,Jobs,,583,,,,,,,,,,
May,,2018,126,civil service rules,,583,,,,,,,,,,
May,,2018,126,parcel viewer,,583,,,,,,,,,,
October,,2018,126,2019 annual enrollment employees,,583,,,,,,,,,,
November,,2018,126,police,,583,,,,,,,,,,
March,3,2019,126,payroll,,583,,,,,,,,,,
April,4,2019,126,employee self service,,583,,,,,,,,,,
July,7,2019,126,police,,583,,,,,,,,,,
September,9,2019,126,codes,,583,,,,,,,,,,
December,12,2019,126,Maps,,583,,,,,,,,,,
June,,2014,125,employment,,595,,,,,,,,,,
January,,2015,125,media releases,,595,,,,,,,,,,
May,,2016,125,maps,,595,,,,,,,,,,
June,,2016,125,maps,,595,,,,,,,,,,
January,,2018,125,police report,,595,,,,,,,,,,
June,6,2019,125,codes,,595,,,,,,,,,,
August,8,2019,125,Employment,,595,,,,,,,,,,
November,11,2019,125,employee self service,,595,,,,,,,,,,
January,1,2020,125,jobs,,595,,,,,,,,,,
February,2,2020,125,accident report,,595,,,,,,,,,,
February,,2014,124,property tax,,605,,,,,,,,,,
December,,2014,124,human resources,,605,,,,,,,,,,
January,,2017,124,human resources,,605,,,,,,,,,,
October,,2015,124,jobs,,605,,,,,,,,,,
April,,2017,124,pension,,605,,,,,,,,,,
October,,2017,124,Annual enrollment,,605,,,,,,,,,,
April,,2018,124,zoning,,605,,,,,,,,,,
September,,2018,124,ebid,,605,,,,,,,,,,
September,,2018,124,payroll,,605,,,,,,,,,,
November,,2018,124,employee self service,,605,,,,,,,,,,
February,2,2019,124,codes,,605,,,,,,,,,,
March,3,2019,124,police,,605,,,,,,,,,,
July,7,2019,124,maps,,605,,,,,,,,,,
November,11,2019,124,Jobs,,605,,,,,,,,,,
March,3,2020,124,accident report,,605,,,,,,,,,,
March,3,2020,124,Jobs,,605,,,,,,,,,,
March,3,2020,124,maps,,605,,,,,,,,,,
December,,2014,123,ess,,622,,,,,,,,,,
December,,2015,123,ebid,,622,,,,,,,,,,
January,,2016,123,ebid,,622,,,,,,,,,,
June,,2016,123,human resources,,622,,,,,,,,,,
July,,2016,123,pay plan,,622,,,,,,,,,,
April,,2017,123,civil service rules,,622,,,,,,,,,,
October,,2017,123,permits,,622,,,,,,,,,,
May,,2018,123,permits,,622,,,,,,,,,,
September,,2018,123,pension,,622,,,,,,,,,,
April,4,2019,123,payroll,,622,,,,,,,,,,
August,8,2019,123,jobs,,622,,,,,,,,,,
August,,2016,122,employment,,633,,,,,,,,,,
May,,2017,122,nashville police department,,633,,,,,,,,,,
May,,2017,122,ess,,633,,,,,,,,,,
July,,2017,122,permits,,633,,,,,,,,,,
September,,2017,122,employee self service,,633,,,,,,,,,,
September,,2017,122,Jobs,,633,,,,,,,,,,
October,,2017,122,public works,,633,,,,,,,,,,
October,,2017,122,metro holidays,,633,,,,,,,,,,
May,,2018,122,employee service ess,,633,,,,,,,,,,
October,,2018,122,zoning,,633,,,,,,,,,,
October,,2018,122,public works,,633,,,,,,,,,,
February,2,2019,122,Employee self service,,633,,,,,,,,,,
March,3,2019,122,property taxes,,633,,,,,,,,,,
October,10,2019,122,ihihih,,633,,,,,,,,,,
November,11,2019,122,holidays,,633,,,,,,,,,,
June,,2014,121,maps,,648,,,,,,,,,,
July,,2014,121,maps,,648,,,,,,,,,,
February,,2016,121,codes,,648,,,,,,,,,,
June,,2016,121,ebid,,648,,,,,,,,,,
May,,2017,121,dadu conversion,,648,,,,,,,,,,
July,,2017,121,Warrants,,648,,,,,,,,,,
August,,2017,121,open data,,648,,,,,,,,,,
October,,2017,121,criminal court,,648,,,,,,,,,,
November,,2017,121,short term rental,,648,,,,,,,,,,
December,,2017,121,maps,,648,,,,,,,,,,
March,,2018,121,opportunity now,,648,,,,,,,,,,
November,,2018,121,metro holidays,,648,,,,,,,,,,
February,2,2020,121,property maps,,648,,,,,,,,,,
April,,2014,120,employment,,661,,,,,,,,,,
August,,2014,120,animal control,,661,,,,,,,,,,
September,,2014,120,employee self service,,661,,,,,,,,,,
December,,2014,120,jobs,,661,,,,,,,,,,
February,,2015,120,property tax,,661,,,,,,,,,,
February,,2015,120,media releases,,661,,,,,,,,,,
July,,2015,120,property maps,,661,,,,,,,,,,
July,,2015,120,maps,,661,,,,,,,,,,
November,,2015,120,ebid,,661,,,,,,,,,,
March,,2016,120,ebid,,661,,,,,,,,,,
November,,2016,120,maps,,661,,,,,,,,,,
February,,2017,120,employee self service,,661,,,,,,,,,,
February,,2017,120,jobs,,661,,,,,,,,,,
March,,2017,120,criminal court clerk,,661,,,,,,,,,,
April,,2017,120,police,,661,,,,,,,,,,
May,,2017,120,employee self service,,661,,,,,,,,,,
October,,2017,120,zoning,,661,,,,,,,,,,
March,,2018,120,alarm registration,,661,,,,,,,,,,
April,,2018,120,parcel viewer,,661,,,,,,,,,,
June,,2018,120,public works,,661,,,,,,,,,,
October,,2018,120,employee service ess,,661,,,,,,,,,,
May,5,2019,120,accident report,,661,,,,,,,,,,
November,11,2019,120,accident reports,,661,,,,,,,,,,
December,12,2019,120,employment,,661,,,,,,,,,,
May,,2014,119,maps,,685,,,,,,,,,,
September,,2014,119,employment,,685,,,,,,,,,,
January,,2015,119,maps,,685,,,,,,,,,,
February,,2015,119,animal control,,685,,,,,,,,,,
August,,2015,119,jobs,,685,,,,,,,,,,
April,,2016,119,district,,685,,,,,,,,,,
June,,2017,119,permits,,685,,,,,,,,,,
August,,2017,119,police report,,685,,,,,,,,,,
September,,2017,119,short term rental,,685,,,,,,,,,,
December,,2017,119,zoning,,685,,,,,,,,,,
January,,2018,119,civil service rules,,685,,,,,,,,,,
March,,2018,119,real property search,,685,,,,,,,,,,
May,,2018,119,election,,685,,,,,,,,,,
September,,2018,119,public works,,685,,,,,,,,,,
October,,2018,119,holidays,,685,,,,,,,,,,
August,8,2019,119,police report,,685,,,,,,,,,,
May,,2014,118,police,,701,,,,,,,,,,
August,,2014,118,maps,,701,,,,,,,,,,
September,,2017,118,Police,,701,,,,,,,,,,
April,,2018,118,transit plan,,701,,,,,,,,,,
May,,2018,118,criminal court clerk,,701,,,,,,,,,,
May,,2018,118,ESS,,701,,,,,,,,,,
November,,2018,118,payroll,,701,,,,,,,,,,
May,,2015,117,Nashville,,708,,,,,,,,,,
January,,2017,117,maps,,708,,,,,,,,,,
August,,2015,117,codes,,708,,,,,,,,,,
September,,2015,117,human resources,,708,,,,,,,,,,
December,,2015,117,maps,,708,,,,,,,,,,
February,,2016,117,property taxes,,708,,,,,,,,,,
March,,2016,117,Nashville,,708,,,,,,,,,,
July,,2016,117,jobs,,708,,,,,,,,,,
April,,2017,117,payroll,,708,,,,,,,,,,
June,,2017,117,dcso,,708,,,,,,,,,,
November,,2017,117,Jobs,,708,,,,,,,,,,
June,,2018,117,police report,,708,,,,,,,,,,
August,,2018,117,ess,,708,,,,,,,,,,
September,9,2019,117,police report,,708,,,,,,,,,,
July,,2015,116,animal control,,722,,,,,,,,,,
October,,2017,116,open data,,722,,,,,,,,,,
December,,2017,116,metro holidays,,722,,,,,,,,,,
March,,2018,116,planning,,722,,,,,,,,,,
July,,2018,116,general sessions court,,722,,,,,,,,,,
February,2,2019,116,police,,722,,,,,,,,,,
April,4,2019,116,Police,,722,,,,,,,,,,
June,6,2019,116,maps,,722,,,,,,,,,,
October,10,2019,116,maps,,722,,,,,,,,,,
March,3,2020,116,Recycling,,722,,,,,,,,,,
February,2,2020,116,property,,722,,,,,,,,,,
February,2,2020,116,police,,722,,,,,,,,,,
September,,2014,115,maps,,734,,,,,,,,,,
January,,2015,115,employment,,734,,,,,,,,,,
January,,2017,115,codes,,734,,,,,,,,,,
June,,2015,115,police,,734,,,,,,,,,,
April,,2016,115,maps,,734,,,,,,,,,,
August,,2016,115,jobs,,734,,,,,,,,,,
August,,2017,115,Payroll,,734,,,,,,,,,,
December,,2017,115,police,,734,,,,,,,,,,
December,,2017,115,ess,,734,,,,,,,,,,
March,,2018,115,police report,,734,,,,,,,,,,
March,,2018,115,jobs,,734,,,,,,,,,,
April,,2018,115,early voting locations,,734,,,,,,,,,,
June,,2018,115,civil service,,734,,,,,,,,,,
September,,2018,115,jobs,,734,,,,,,,,,,
January,1,2020,115,Accident report,,734,,,,,,,,,,
February,,2014,114,employment,,749,,,,,,,,,,
November,,2017,114,permits,,749,,,,,,,,,,
May,,2018,114,property tax,,749,,,,,,,,,,
June,,2018,114,dcso,,749,,,,,,,,,,
March,3,2019,114,public works,,749,,,,,,,,,,
April,4,2019,114,accident report,,749,,,,,,,,,,
June,6,2019,114,police report,,749,,,,,,,,,,
October,10,2019,114,public works,,749,,,,,,,,,,
March,3,2020,114,police report,,749,,,,,,,,,,
May,,2014,113,jobs,,758,,,,,,,,,,
July,,2014,113,criminal court clerk,,758,,,,,,,,,,
November,,2014,113,jobs,,758,,,,,,,,,,
December,,2014,113,media release,,758,,,,,,,,,,
December,,2016,113,jobs,,758,,,,,,,,,,
February,,2017,113,property maps,,758,,,,,,,,,,
April,,2017,113,real property search,,758,,,,,,,,,,
April,,2017,113,open data,,758,,,,,,,,,,
July,,2017,113,real property search,,758,,,,,,,,,,
July,,2017,113,short term rental,,758,,,,,,,,,,
August,,2017,113,real property search,,758,,,,,,,,,,
August,,2017,113,civil service,,758,,,,,,,,,,
September,,2017,113,open data,,758,,,,,,,,,,
April,,2018,113,election commission,,758,,,,,,,,,,
April,,2018,113,police report,,758,,,,,,,,,,
November,,2018,113,holidays,,758,,,,,,,,,,
February,2,2020,113,employee self service,,758,,,,,,,,,,
January,,2014,112,property maps,,775,,,,,,,,,,
February,,2014,112,media releases,,775,,,,,,,,,,
May,,2014,112,inmate search,,775,,,,,,,,,,
January,,2017,112,employee self service,,775,,,,,,,,,,
April,,2016,112,human resources,,775,,,,,,,,,,
May,,2017,112,crimnal court,,775,,,,,,,,,,
May,,2017,112,police,,775,,,,,,,,,,
June,,2017,112,payroll,,775,,,,,,,,,,
November,,2017,112,holidays,,775,,,,,,,,,,
December,,2017,112,police report,,775,,,,,,,,,,
February,2,2019,112,payroll,,775,,,,,,,,,,
October,10,2019,112,inmate search,,775,,,,,,,,,,
October,,2014,111,human resources,,787,,,,,,,,,,
April,,2015,111,jobs,,787,,,,,,,,,,
January,,2016,111,ess,,787,,,,,,,,,,
April,,2016,111,codes,,787,,,,,,,,,,
July,,2016,111,human resources,,787,,,,,,,,,,
October,,2016,111,jobs,,787,,,,,,,,,,
June,,2017,111,employee self service,,787,,,,,,,,,,
November,,2017,111,criminal court clerk,,787,,,,,,,,,,
April,,2018,111,alarm permit,,787,,,,,,,,,,
June,,2018,111,jobs,,787,,,,,,,,,,
June,,2018,111,Jobs,,787,,,,,,,,,,
October,,2018,111,dcso,,787,,,,,,,,,,
August,8,2019,111,accident report,,787,,,,,,,,,,
January,1,2020,111,finance,,787,,,,,,,,,,
July,,2014,110,employment,,801,,,,,,,,,,
January,,2015,110,police,,801,,,,,,,,,,
September,,2015,110,maps,,801,,,,,,,,,,
October,,2015,110,maps,,801,,,,,,,,,,
May,,2016,110,human resources,,801,,,,,,,,,,
May,,2016,110,pay plan,,801,,,,,,,,,,
April,,2017,110,short term rental,,801,,,,,,,,,,
May,,2017,110,real property search,,801,,,,,,,,,,
November,,2017,110,public works,,801,,,,,,,,,,
April,,2018,110,employee self service,,801,,,,,,,,,,
April,,2018,110,short term rental,,801,,,,,,,,,,
June,,2018,110,short term rental,,801,,,,,,,,,,
October,,2018,110,jobs,,801,,,,,,,,,,
November,,2018,110,zoning,,801,,,,,,,,,,
February,2,2019,110,public works,,801,,,,,,,,,,
March,3,2019,110,employment,,801,,,,,,,,,,
April,4,2019,110,maps,,801,,,,,,,,,,
February,2,2020,110,holidays,,801,,,,,,,,,,
January,,2015,109,isupplier,,819,,,,,,,,,,
May,,2015,109,maps,,819,,,,,,,,,,
September,,2015,109,property maps,,819,,,,,,,,,,
January,,2016,109,employee self service,,819,,,,,,,,,,
April,,2017,109,ess,,819,,,,,,,,,,
August,,2017,109,employee self service,,819,,,,,,,,,,
May,,2018,109,budget,,819,,,,,,,,,,
November,11,2019,109,property maps,,819,,,,,,,,,,
January,1,2020,109,pension,,819,,,,,,,,,,
March,3,2020,109,human resources,,819,,,,,,,,,,
March,3,2020,109,police,,819,,,,,,,,,,
June,,2014,108,criminal court clerk,,830,,,,,,,,,,
July,,2015,108,election commission,,830,,,,,,,,,,
June,,2015,108,employment,,830,,,,,,,,,,
January,,2016,108,jobs,,830,,,,,,,,,,
December,,2016,108,maps,,830,,,,,,,,,,
May,,2017,108,pay plan,,830,,,,,,,,,,
September,,2017,108,payroll,,830,,,,,,,,,,
November,,2017,108,property maps,,830,,,,,,,,,,
March,,2018,108,birth certificate,,830,,,,,,,,,,
March,,2018,108,criminal court,,830,,,,,,,,,,
April,,2018,108,property maps,,830,,,,,,,,,,
April,,2018,108,criminal court clerk,,830,,,,,,,,,,
September,,2018,108,property taxes,,830,,,,,,,,,,
July,7,2019,108,Employment,,830,,,,,,,,,,
September,9,2019,108,Accident report,,830,,,,,,,,,,
April,,2015,107,police,,845,,,,,,,,,,
July,,2015,107,human resources,,845,,,,,,,,,,
June,,2015,107,animal control,,845,,,,,,,,,,
August,,2015,107,property maps,,845,,,,,,,,,,
February,,2016,107,employment,,845,,,,,,,,,,
April,,2016,107,ebid,,845,,,,,,,,,,
April,,2016,107,Council district,,845,,,,,,,,,,
May,,2016,107,codes,,845,,,,,,,,,,
November,,2016,107,human resources,,845,,,,,,,,,,
April,,2017,107,permits,,845,,,,,,,,,,
May,,2017,107,payroll,,845,,,,,,,,,,
July,,2017,107,outstanding warrants,,845,,,,,,,,,,
August,,2017,107,Eclipse,,845,,,,,,,,,,
March,,2018,107,Birth certificate,,845,,,,,,,,,,
March,,2018,107,criminal court clerk,,845,,,,,,,,,,
May,,2018,107,short term rental,,845,,,,,,,,,,
July,,2018,107,Birth certificate,,845,,,,,,,,,,
October,,2018,107,police,,845,,,,,,,,,,
April,4,2019,107,police report,,845,,,,,,,,,,
June,6,2019,107,public works,,845,,,,,,,,,,
July,7,2019,107,accident report,,845,,,,,,,,,,
February,,2014,106,criminal court clerk,,866,,,,,,,,,,
September,,2014,106,animal control,,866,,,,,,,,,,
October,,2014,106,police,,866,,,,,,,,,,
December,,2014,106,longevity,,866,,,,,,,,,,
April,,2017,106,crimnal court,,866,,,,,,,,,,
September,,2017,106,permits,,866,,,,,,,,,,
October,,2017,106,Payroll,,866,,,,,,,,,,
October,,2017,106,police,,866,,,,,,,,,,
October,,2017,106,building permit,,866,,,,,,,,,,
November,,2017,106,police,,866,,,,,,,,,,
December,,2017,106,codes,,866,,,,,,,,,,
January,,2018,106,Employee self service,,866,,,,,,,,,,
March,,2018,106,building permit,,866,,,,,,,,,,
May,,2018,106,open data,,866,,,,,,,,,,
August,,2018,106,open data,,866,,,,,,,,,,
November,,2018,106,jobs,,866,,,,,,,,,,
November,,2018,106,property maps,,866,,,,,,,,,,
May,5,2019,106,zoning,,866,,,,,,,,,,
May,5,2019,106,employee self service,,866,,,,,,,,,,
May,5,2019,106,police,,866,,,,,,,,,,
June,6,2019,106,accident report,,866,,,,,,,,,,
August,8,2019,106,maps,,866,,,,,,,,,,
February,,2014,105,police,,888,,,,,,,,,,
April,,2014,105,media releases,,888,,,,,,,,,,
July,,2014,105,permits,,888,,,,,,,,,,
February,,2015,105,property maps,,888,,,,,,,,,,
March,,2017,105,isupplier,,888,,,,,,,,,,
July,,2017,105,payroll,,888,,,,,,,,,,
September,,2017,105,criminal court,,888,,,,,,,,,,
July,,2018,105,police report,,888,,,,,,,,,,
July,,2018,105,property maps,,888,,,,,,,,,,
May,5,2019,105,maps,,888,,,,,,,,,,
March,3,2020,105,Zoning,,888,,,,,,,,,,
March,,2014,104,property taxes,,899,,,,,,,,,,
January,,2016,104,maps,,899,,,,,,,,,,
August,,2016,104,codes,,899,,,,,,,,,,
March,,2017,104,kimberly johnson,,899,,,,,,,,,,
August,,2017,104,civil service rules,,899,,,,,,,,,,
May,,2018,104,public works,,899,,,,,,,,,,
July,,2018,104,employee self service,,899,,,,,,,,,,
August,,2018,104,civil service rules,,899,,,,,,,,,,
September,,2018,104,property maps,,899,,,,,,,,,,
October,,2018,104,metro holidays,,899,,,,,,,,,,
February,2,2019,104,ESS,,899,,,,,,,,,,
July,7,2019,104,public works,,899,,,,,,,,,,
November,11,2019,104,inmate search,,899,,,,,,,,,,
February,2,2020,104,permits,,899,,,,,,,,,,
September,,2014,103,gis,,913,,,,,,,,,,
December,,2014,103,property maps,,913,,,,,,,,,,
February,,2017,103,civil service,,913,,,,,,,,,,
August,,2017,103,birth certificate,,913,,,,,,,,,,
August,,2018,103,property taxes,,913,,,,,,,,,,
October,,2018,103,election commission,,913,,,,,,,,,,
November,,2018,103,property line,,913,,,,,,,,,,
February,2,2019,103,property maps,,913,,,,,,,,,,
January,1,2020,103,isupplier,,913,,,,,,,,,,
January,1,2020,103,Permits,,913,,,,,,,,,,
January,1,2020,103,Police,,913,,,,,,,,,,
March,,2014,102,police,,924,,,,,,,,,,
April,,2014,102,police,,924,,,,,,,,,,
July,,2014,102,media releases,,924,,,,,,,,,,
August,,2014,102,employment,,924,,,,,,,,,,
October,,2015,102,Animal control,,924,,,,,,,,,,
November,,2015,102,maps,,924,,,,,,,,,,
May,,2017,102,dcso,,924,,,,,,,,,,
August,,2017,102,criminal court,,924,,,,,,,,,,
October,,2017,102,nashville police department,,924,,,,,,,,,,
March,,2018,102,building permits,,924,,,,,,,,,,
May,,2018,102,pay plan,,924,,,,,,,,,,
July,,2018,102,Warrants,,924,,,,,,,,,,
July,,2018,102,criminal court clerk,,924,,,,,,,,,,
August,,2018,102,Birth certificate,,924,,,,,,,,,,
January,1,2019,102,property maps,,924,,,,,,,,,,
March,3,2019,102,zoning,,924,,,,,,,,,,
October,10,2019,102,im,,924,,,,,,,,,,
November,11,2019,102,zoning,,924,,,,,,,,,,
December,12,2019,102,PROPERTY MAPS,,924,,,,,,,,,,
March,,2014,101,permits,,943,,,,,,,,,,
January,,2015,101,criminal court clerk,,943,,,,,,,,,,
September,,2015,101,codes,,943,,,,,,,,,,
March,,2016,101,police,,943,,,,,,,,,,
March,,2016,101,civil service,,943,,,,,,,,,,
November,,2016,101,jobs,,943,,,,,,,,,,
November,,2017,101,metro holidays,,943,,,,,,,,,,
November,,2017,101,longevity pay,,943,,,,,,,,,,
January,,2018,101,West Nashville Heights Church of Christ,,943,,,,,,,,,,
January,,2018,101,property maps,,943,,,,,,,,,,
March,,2018,101,public works,,943,,,,,,,,,,
March,,2018,101,Payroll,,943,,,,,,,,,,
May,,2018,101,police report,,943,,,,,,,,,,
June,,2018,101,criminal court,,943,,,,,,,,,,
June,,2018,101,payroll,,943,,,,,,,,,,
July,,2018,101,pay plan,,943,,,,,,,,,,
October,,2018,101,hr,,943,,,,,,,,,,
April,4,2019,101,employment,,943,,,,,,,,,,
May,5,2019,101,police report,,943,,,,,,,,,,
November,11,2019,101,permits,,943,,,,,,,,,,
November,11,2019,101,Police,,943,,,,,,,,,,
December,12,2019,101,birth certificate,,943,,,,,,,,,,
December,12,2019,101,public works,,943,,,,,,,,,,
January,1,2020,101,property taxes,,943,,,,,,,,,,
October,,2014,100,maps,,967,,,,,,,,,,
April,,2015,100,employment,,967,,,,,,,,,,
April,,2015,100,Nashville,,967,,,,,,,,,,
October,,2016,100,property maps,,967,,,,,,,,,,
June,,2017,100,building permit,,967,,,,,,,,,,
June,,2017,100,assessor,,967,,,,,,,,,,
July,,2017,100,police report,,967,,,,,,,,,,
August,,2017,100,property tax,,967,,,,,,,,,,
August,,2017,100,property taxes,,967,,,,,,,,,,
August,,2017,100,building permit,,967,,,,,,,,,,
November,,2017,100,civil service rules,,967,,,,,,,,,,
December,,2017,100,holidays,,967,,,,,,,,,,
April,,2018,100,building permit,,967,,,,,,,,,,
April,,2018,100,ess,,967,,,,,,,,,,
July,,2018,100,dcso,,967,,,,,,,,,,
October,,2018,100,voting,,967,,,,,,,,,,
October,10,2019,100,property tax,,967,,,,,,,,,,
January,1,2020,100,gis,,967,,,,,,,,,,
March,3,2020,100,property,,967,,,,,,,,,,
February,2,2020,100,isupplier,,967,,,,,,,,,,
February,2,2020,100,maps,,967,,,,,,,,,,
April,,2014,99,criminal court clerk,,988,,,,,,,,,,
April,,2014,99,permits,,988,,,,,,,,,,
February,,2015,99,public works,,988,,,,,,,,,,
July,,2015,99,Nashville,,988,,,,,,,,,,
February,,2016,99,Nashville,,988,,,,,,,,,,
July,,2016,99,Nashville,,988,,,,,,,,,,
February,,2017,99,trustee,,988,,,,,,,,,,
May,,2017,99,general sessions court,,988,,,,,,,,,,
December,,2017,99,permits,,988,,,,,,,,,,
March,,2018,99,Police,,988,,,,,,,,,,
May,,2018,99,owner driver report,,988,,,,,,,,,,
October,,2018,99,vote,,988,,,,,,,,,,
February,2,2019,99,zoning,,988,,,,,,,,,,
October,10,2019,99,holidays,,988,,,,,,,,,,
October,10,2019,99,permits,,988,,,,,,,,,,
December,12,2019,99,Permits,,988,,,,,,,,,,
December,12,2019,99,property tax,,988,,,,,,,,,,
January,1,2020,99,zoning,,988,,,,,,,,,,
March,,2014,98,property tax,,1006,,,,,,,,,,
April,,2014,98,animal control,,1006,,,,,,,,,,
August,,2014,98,human resources,,1006,,,,,,,,,,
January,,2015,98,human resources,,1006,,,,,,,,,,
May,,2015,98,jobs,,1006,,,,,,,,,,
September,,2015,98,jobs,,1006,,,,,,,,,,
March,,2016,98,property maps,,1006,,,,,,,,,,
August,,2016,98,employee self service,,1006,,,,,,,,,,
September,,2016,98,ebid,,1006,,,,,,,,,,
March,,2017,98,short term rental,,1006,,,,,,,,,,
September,,2017,98,dcso,,1006,,,,,,,,,,
April,,2018,98,public works,,1006,,,,,,,,,,
June,,2018,98,police,,1006,,,,,,,,,,
October,,2018,98,property maps,,1006,,,,,,,,,,
October,,2018,98,open enrollment,,1006,,,,,,,,,,
February,2,2019,98,maps,,1006,,,,,,,,,,
July,7,2019,98,metro water,,1006,,,,,,,,,,
March,3,2020,98,assessor of property/webpro,,1006,,,,,,,,,,
March,3,2020,98,Property tax,,1006,,,,,,,,,,
March,3,2020,98,MEANS,,1006,,,,,,,,,,
January,,2014,97,maps,,1026,,,,,,,,,,
September,,2014,97,police,,1026,,,,,,,,,,
September,,2014,97,human resources,,1026,,,,,,,,,,
October,,2014,97,ess,,1026,,,,,,,,,,
December,,2014,97,maps,,1026,,,,,,,,,,
February,,2015,97,Nashville,,1026,,,,,,,,,,
